User_ID,State,Age_Group,Gender,AI_Tool,Usage_Frequency,Purpose
5211,West Bengal,35-44,Other,Copilot,Weekly,Creative Projects
5212,Odisha,18-24,Female,Bard,Rarely,Entertainment
5213,Chhattisgarh,35-44,Female,Copilot,Monthly,Education
5214,Rajasthan,25-34,Female,Copilot,Never,Entertainment
5215,Jharkhand,25-34,Male,Bard,Daily,Work
5216,Odisha,55+,Female,ChatGPT,Daily,Creative Projects
5217,Gujarat,55+,Other,Claude,Daily,Education
5218,Kerala,25-34,Female,DALL·E,Daily,Creative Projects
5219,Haryana,25-34,Male,Other,Never,Creative Projects
5220,Odisha,35-44,Male,ChatGPT,Weekly,Entertainment
5221,Assam,25-34,Female,Copilot,Monthly,Creative Projects
5222,Delhi,18-24,Female,ChatGPT,Weekly,Education
5223,Uttar Pradesh,35-44,Female,Claude,Daily,Other
5224,West Bengal,25-34,Female,Runway,Daily,Creative Projects
5225,Jharkhand,35-44,Male,ChatGPT,Weekly,Entertainment
5226,Jharkhand,35-44,Female,Claude,Monthly,Work
5227,Bihar,45-54,Male,Other,Never,Creative Projects
5228,Chhattisgarh,55+,Male,ChatGPT,Monthly,Entertainment
5229,Bihar,35-44,Other,Other,Weekly,Creative Projects
5230,Punjab,35-44,Male,Midjourney,Daily,Other
5231,Jharkhand,45-54,Female,Copilot,Rarely,Other
5232,Jammu and Kashmir,25-34,Female,Claude,Daily,Education
5233,Kerala,35-44,Female,DALL·E,Never,Other
5234,Assam,45-54,Female,Copilot,Weekly,Entertainment
5235,Jharkhand,18-24,Other,Midjourney,Daily,Other
5236,Delhi,45-54,Other,Runway,Weekly,Entertainment
5237,Tamil Nadu,55+,Other,ChatGPT,Never,Creative Projects
5238,Andhra Pradesh,55+,Other,Copilot,Weekly,Education
5239,Assam,25-34,Male,ChatGPT,Daily,Education
5240,Jammu and Kashmir,25-34,Other,ChatGPT,Daily,Other
5241,Tamil Nadu,55+,Male,Copilot,Monthly,Work
5242,Andhra Pradesh,55+,Female,Claude,Daily,Other
5243,Rajasthan,35-44,Male,Claude,Rarely,Work
5244,Chhattisgarh,55+,Male,Copilot,Never,Other
5245,Haryana,25-34,Other,Claude,Never,Entertainment
5246,Chhattisgarh,55+,Female,Bard,Daily,Entertainment
5247,Gujarat,25-34,Female,ChatGPT,Monthly,Work
5248,Andhra Pradesh,18-24,Other,Copilot,Daily,Education
5249,Andhra Pradesh,55+,Male,DALL·E,Monthly,Work
5250,Rajasthan,25-34,Other,Midjourney,Rarely,Creative Projects
5251,Punjab,45-54,Male,Other,Weekly,Education
5252,Haryana,35-44,Other,Runway,Rarely,Work
5253,Tamil Nadu,25-34,Other,Copilot,Rarely,Creative Projects
5254,Jammu and Kashmir,55+,Female,Copilot,Daily,Creative Projects
5255,Uttar Pradesh,55+,Female,ChatGPT,Monthly,Other
5256,Uttar Pradesh,18-24,Female,Midjourney,Daily,Work
5257,Telangana,45-54,Other,ChatGPT,Weekly,Entertainment
5258,Maharashtra,25-34,Female,DALL·E,Daily,Other
5259,West Bengal,45-54,Female,Runway,Never,Education
5260,Chhattisgarh,18-24,Other,Other,Weekly,Entertainment
5261,West Bengal,35-44,Female,Other,Monthly,Creative Projects
5262,Odisha,45-54,Male,Claude,Monthly,Education
5263,West Bengal,18-24,Female,Copilot,Rarely,Other
5264,Uttar Pradesh,25-34,Male,ChatGPT,Monthly,Creative Projects
5265,Rajasthan,35-44,Female,Other,Daily,Creative Projects
5266,Haryana,55+,Other,Runway,Monthly,Creative Projects
5267,Gujarat,18-24,Other,DALL·E,Weekly,Entertainment
5268,Bihar,55+,Female,DALL·E,Monthly,Other
5269,Karnataka,35-44,Male,Runway,Daily,Other
5270,Delhi,18-24,Female,Other,Daily,Entertainment
5271,West Bengal,18-24,Other,Other,Never,Other
5272,Haryana,35-44,Female,Bard,Daily,Creative Projects
5273,Jammu and Kashmir,25-34,Other,Copilot,Weekly,Creative Projects
5274,Odisha,18-24,Male,DALL·E,Daily,Creative Projects
5275,Jharkhand,35-44,Male,Runway,Daily,Other
5276,Haryana,45-54,Other,Claude,Daily,Work
5277,Punjab,55+,Male,Other,Monthly,Education
5278,Bihar,18-24,Other,ChatGPT,Never,Work
5279,Assam,45-54,Other,ChatGPT,Weekly,Entertainment
5280,West Bengal,18-24,Other,Bard,Weekly,Work
5281,Madhya Pradesh,25-34,Female,Claude,Monthly,Work
5282,Chhattisgarh,35-44,Male,DALL·E,Weekly,Entertainment
5283,Rajasthan,18-24,Female,Runway,Never,Work
5284,Punjab,35-44,Female,Bard,Weekly,Education
5285,Jharkhand,18-24,Male,DALL·E,Weekly,Other
5286,Punjab,25-34,Female,DALL·E,Weekly,Entertainment
5287,Rajasthan,25-34,Other,Copilot,Rarely,Work
5288,Gujarat,45-54,Female,Midjourney,Monthly,Creative Projects
5289,West Bengal,25-34,Other,Runway,Daily,Creative Projects
5290,Odisha,35-44,Male,DALL·E,Daily,Entertainment
5291,Maharashtra,25-34,Female,ChatGPT,Never,Creative Projects
5292,Telangana,18-24,Male,DALL·E,Rarely,Education
5293,Telangana,25-34,Other,Bard,Daily,Work
5294,West Bengal,35-44,Female,Runway,Rarely,Education
5295,Haryana,18-24,Other,Other,Monthly,Education
5296,Rajasthan,45-54,Other,DALL·E,Weekly,Other
5297,Uttar Pradesh,45-54,Other,Runway,Daily,Work
5298,Kerala,45-54,Male,Other,Rarely,Entertainment
5299,Tamil Nadu,18-24,Male,Other,Daily,Creative Projects
5300,Tamil Nadu,45-54,Male,ChatGPT,Monthly,Other
5301,Telangana,25-34,Female,ChatGPT,Daily,Education
5302,Karnataka,18-24,Other,Bard,Rarely,Creative Projects
5303,Delhi,18-24,Male,ChatGPT,Daily,Work
5304,Madhya Pradesh,18-24,Other,Claude,Daily,Education
5305,Haryana,55+,Male,Claude,Daily,Education
5306,Madhya Pradesh,35-44,Other,Midjourney,Daily,Work
5307,Andhra Pradesh,55+,Male,Runway,Weekly,Entertainment
5308,Uttar Pradesh,55+,Male,Claude,Daily,Other
5309,Andhra Pradesh,55+,Male,Bard,Never,Work
5310,Madhya Pradesh,35-44,Male,DALL·E,Monthly,Creative Projects
5311,Telangana,55+,Other,Claude,Monthly,Creative Projects
5312,Rajasthan,45-54,Male,Midjourney,Daily,Education
5313,Gujarat,18-24,Male,Runway,Weekly,Other
5314,Telangana,18-24,Male,Copilot,Daily,Entertainment
5315,Uttar Pradesh,25-34,Other,Copilot,Rarely,Entertainment
5316,Odisha,45-54,Male,Other,Weekly,Creative Projects
5317,Assam,35-44,Other,Bard,Rarely,Entertainment
5318,Maharashtra,18-24,Female,Midjourney,Weekly,Creative Projects
5319,Jammu and Kashmir,55+,Other,Claude,Never,Other
5320,Rajasthan,25-34,Female,Midjourney,Daily,Education
5321,Telangana,25-34,Male,ChatGPT,Daily,Creative Projects
5322,Haryana,18-24,Male,Midjourney,Monthly,Other
5323,Bihar,45-54,Other,Other,Never,Creative Projects
5324,Rajasthan,25-34,Male,Claude,Monthly,Work
5325,Odisha,18-24,Male,Bard,Daily,Creative Projects
5326,Haryana,45-54,Other,ChatGPT,Weekly,Other
5327,Telangana,18-24,Male,Midjourney,Never,Entertainment
5328,Tamil Nadu,18-24,Female,Copilot,Daily,Creative Projects
5329,Madhya Pradesh,45-54,Female,Other,Daily,Education
5330,Uttar Pradesh,45-54,Male,Claude,Rarely,Other
5331,Telangana,45-54,Male,Bard,Rarely,Entertainment
5332,Odisha,18-24,Female,DALL·E,Monthly,Other
5333,West Bengal,25-34,Male,Other,Never,Creative Projects
5334,Haryana,35-44,Female,Claude,Daily,Work
5335,West Bengal,35-44,Other,Midjourney,Weekly,Work
5336,Chhattisgarh,18-24,Female,Runway,Monthly,Education
5337,Maharashtra,18-24,Male,Bard,Monthly,Education
5338,Maharashtra,25-34,Male,Copilot,Rarely,Entertainment
5339,Telangana,45-54,Female,ChatGPT,Never,Work
5340,Tamil Nadu,18-24,Female,Midjourney,Weekly,Creative Projects
5341,Andhra Pradesh,55+,Male,Bard,Daily,Other
5342,Punjab,45-54,Male,ChatGPT,Weekly,Other
5343,Jharkhand,18-24,Male,Runway,Monthly,Work
5344,Rajasthan,55+,Other,Bard,Daily,Work
5345,Delhi,25-34,Other,DALL·E,Rarely,Other
5346,Chhattisgarh,55+,Female,Midjourney,Daily,Entertainment
5347,Gujarat,18-24,Female,Bard,Daily,Other
5348,Kerala,35-44,Other,Copilot,Weekly,Education
5349,Madhya Pradesh,18-24,Other,Runway,Monthly,Creative Projects
5350,Madhya Pradesh,35-44,Female,Bard,Weekly,Work
5351,Andhra Pradesh,25-34,Other,Other,Monthly,Work
5352,Andhra Pradesh,25-34,Female,Midjourney,Weekly,Entertainment
5353,Rajasthan,45-54,Male,Bard,Daily,Education
5354,Assam,45-54,Female,Other,Daily,Other
5355,Rajasthan,35-44,Other,ChatGPT,Monthly,Education
5356,Assam,35-44,Other,Other,Weekly,Education
5357,Bihar,25-34,Other,ChatGPT,Never,Entertainment
5358,Delhi,55+,Female,Runway,Weekly,Entertainment
5359,Andhra Pradesh,35-44,Other,DALL·E,Weekly,Other
5360,Assam,35-44,Female,Claude,Weekly,Other
5361,Bihar,55+,Male,Runway,Daily,Creative Projects
5362,Tamil Nadu,45-54,Male,DALL·E,Monthly,Education
5363,Telangana,45-54,Other,Runway,Monthly,Other
5364,Assam,35-44,Female,Claude,Rarely,Entertainment
5365,Tamil Nadu,45-54,Female,Copilot,Daily,Creative Projects
5366,Kerala,45-54,Other,ChatGPT,Daily,Creative Projects
5367,Delhi,45-54,Female,Claude,Daily,Entertainment
5368,Bihar,25-34,Other,Bard,Daily,Other
5369,Karnataka,18-24,Other,Copilot,Weekly,Entertainment
5370,Karnataka,35-44,Male,Midjourney,Never,Other
5371,Jammu and Kashmir,35-44,Other,Claude,Monthly,Entertainment
5372,Assam,25-34,Female,Runway,Rarely,Entertainment
5373,West Bengal,18-24,Other,DALL·E,Weekly,Work
5374,Delhi,18-24,Male,Claude,Daily,Other
5375,Bihar,25-34,Male,DALL·E,Daily,Education
5376,Kerala,55+,Female,Runway,Daily,Work
5377,Karnataka,55+,Other,Runway,Monthly,Work
5378,Punjab,18-24,Female,DALL·E,Weekly,Work
5379,Kerala,55+,Female,ChatGPT,Rarely,Work
5380,Bihar,55+,Other,Copilot,Never,Education
5381,Punjab,55+,Male,DALL·E,Weekly,Work
5382,Gujarat,18-24,Female,ChatGPT,Monthly,Education
5383,Jharkhand,55+,Female,ChatGPT,Monthly,Education
5384,Kerala,35-44,Male,DALL·E,Daily,Work
5385,Rajasthan,18-24,Other,Copilot,Never,Creative Projects
5386,Assam,25-34,Other,Bard,Daily,Education
5387,Rajasthan,55+,Other,Runway,Monthly,Work
5388,Tamil Nadu,45-54,Male,Claude,Weekly,Entertainment
5389,Maharashtra,18-24,Female,ChatGPT,Weekly,Entertainment
5390,Gujarat,25-34,Male,Claude,Weekly,Other
5391,Chhattisgarh,35-44,Female,Copilot,Rarely,Education
5392,Madhya Pradesh,25-34,Female,Bard,Daily,Education
5393,Telangana,55+,Other,Other,Daily,Entertainment
5394,Uttar Pradesh,45-54,Other,Midjourney,Weekly,Education
5395,Andhra Pradesh,55+,Other,Runway,Daily,Education
5396,Odisha,25-34,Male,Runway,Monthly,Entertainment
5397,Punjab,18-24,Other,Bard,Rarely,Work
5398,Jharkhand,45-54,Male,Other,Rarely,Entertainment
5399,Karnataka,45-54,Other,Copilot,Monthly,Creative Projects
5400,Chhattisgarh,25-34,Other,Bard,Never,Entertainment
5401,Haryana,55+,Other,Runway,Monthly,Entertainment
5402,Telangana,25-34,Male,Midjourney,Never,Work
5403,Chhattisgarh,45-54,Female,ChatGPT,Daily,Entertainment
5404,Jharkhand,25-34,Male,Bard,Weekly,Entertainment
5405,Punjab,45-54,Male,DALL·E,Never,Work
5406,Jharkhand,55+,Male,DALL·E,Monthly,Entertainment
5407,Gujarat,18-24,Female,Copilot,Rarely,Work
5408,West Bengal,18-24,Male,Runway,Daily,Creative Projects
5409,Odisha,25-34,Other,Runway,Rarely,Work
5410,Tamil Nadu,45-54,Female,Bard,Monthly,Education
5411,Assam,18-24,Male,Midjourney,Daily,Education
5412,Madhya Pradesh,45-54,Male,Copilot,Daily,Work
5413,Odisha,55+,Female,Bard,Daily,Entertainment
5414,Haryana,25-34,Male,Copilot,Never,Other
5415,Kerala,45-54,Female,DALL·E,Monthly,Other
5416,Odisha,25-34,Other,Other,Never,Creative Projects
5417,Jharkhand,45-54,Male,Midjourney,Weekly,Creative Projects
5418,Haryana,45-54,Male,ChatGPT,Never,Other
5419,Delhi,55+,Other,Midjourney,Weekly,Other
5420,Assam,25-34,Male,ChatGPT,Daily,Work
5421,Gujarat,35-44,Male,Runway,Daily,Other
5422,Karnataka,45-54,Female,Claude,Never,Education
5423,Jammu and Kashmir,45-54,Male,Other,Weekly,Creative Projects
5424,Uttar Pradesh,18-24,Other,DALL·E,Daily,Creative Projects
5425,West Bengal,25-34,Male,Runway,Daily,Education
5426,Jharkhand,35-44,Female,DALL·E,Daily,Creative Projects
5427,Maharashtra,55+,Other,Other,Rarely,Other
5428,Punjab,35-44,Other,DALL·E,Weekly,Creative Projects
5429,Bihar,55+,Other,Midjourney,Monthly,Education
5430,Karnataka,35-44,Other,ChatGPT,Never,Creative Projects
5431,Tamil Nadu,35-44,Female,Claude,Weekly,Other
5432,Punjab,25-34,Female,Other,Rarely,Work
5433,Punjab,18-24,Female,Claude,Weekly,Other
5434,Rajasthan,35-44,Female,Claude,Never,Creative Projects
5435,Kerala,45-54,Male,Runway,Daily,Entertainment
5436,Kerala,45-54,Female,Copilot,Monthly,Creative Projects
5437,Madhya Pradesh,45-54,Male,Midjourney,Monthly,Creative Projects
5438,Jammu and Kashmir,18-24,Other,Midjourney,Daily,Education
5439,Haryana,35-44,Male,Runway,Weekly,Entertainment
5440,Assam,55+,Male,DALL·E,Weekly,Education
5441,Haryana,55+,Male,Midjourney,Daily,Education
5442,Maharashtra,25-34,Female,Midjourney,Monthly,Other
5443,Andhra Pradesh,18-24,Female,Copilot,Never,Work
5444,Kerala,35-44,Other,Midjourney,Monthly,Creative Projects
5445,Haryana,45-54,Female,ChatGPT,Weekly,Entertainment
5446,Assam,18-24,Male,Runway,Daily,Creative Projects
5447,Telangana,18-24,Female,Claude,Daily,Education
5448,Assam,35-44,Female,Copilot,Weekly,Work
5449,Kerala,25-34,Male,Copilot,Never,Education
5450,Haryana,25-34,Other,DALL·E,Rarely,Creative Projects
5451,Assam,25-34,Female,Midjourney,Weekly,Other
5452,Odisha,45-54,Other,Claude,Weekly,Creative Projects
5453,Delhi,45-54,Male,Runway,Monthly,Education
5454,Bihar,35-44,Female,ChatGPT,Monthly,Entertainment
5455,Rajasthan,25-34,Other,Other,Monthly,Entertainment
5456,Jharkhand,35-44,Other,Runway,Rarely,Entertainment
5457,Jharkhand,25-34,Male,Other,Daily,Entertainment
5458,Kerala,18-24,Female,Claude,Never,Entertainment
5459,Telangana,55+,Other,Runway,Daily,Work
5460,Gujarat,55+,Other,Bard,Weekly,Work
5461,Uttar Pradesh,25-34,Other,Claude,Never,Other
5462,Delhi,35-44,Other,ChatGPT,Weekly,Entertainment
5463,Odisha,45-54,Other,ChatGPT,Daily,Education
5464,Delhi,25-34,Other,ChatGPT,Daily,Education
5465,Haryana,25-34,Other,Copilot,Monthly,Creative Projects
5466,Telangana,45-54,Other,Runway,Daily,Entertainment
5467,Uttar Pradesh,25-34,Other,Copilot,Weekly,Education
5468,Delhi,18-24,Other,Bard,Weekly,Other
5469,Jammu and Kashmir,45-54,Female,Claude,Rarely,Education
5470,Chhattisgarh,18-24,Male,Midjourney,Daily,Other
5471,Madhya Pradesh,55+,Male,DALL·E,Monthly,Entertainment
5472,Bihar,45-54,Male,Bard,Weekly,Creative Projects
5473,Maharashtra,45-54,Other,Runway,Monthly,Creative Projects
5474,Bihar,35-44,Male,Midjourney,Daily,Work
5475,Karnataka,35-44,Other,Other,Monthly,Entertainment
5476,Punjab,45-54,Female,Runway,Monthly,Education
5477,Tamil Nadu,55+,Male,Midjourney,Daily,Creative Projects
5478,Kerala,25-34,Female,Bard,Rarely,Other
5479,Punjab,35-44,Female,Claude,Rarely,Other
5480,Punjab,55+,Other,DALL·E,Daily,Education
5481,Bihar,55+,Male,Midjourney,Monthly,Education
5482,Kerala,35-44,Female,Copilot,Monthly,Entertainment
5483,Jharkhand,25-34,Male,Copilot,Daily,Education
5484,Karnataka,35-44,Female,Bard,Weekly,Education
5485,Telangana,55+,Female,DALL·E,Never,Education
5486,Karnataka,18-24,Other,DALL·E,Monthly,Creative Projects
5487,Gujarat,35-44,Male,Runway,Never,Entertainment
5488,Uttar Pradesh,55+,Other,Midjourney,Monthly,Education
5489,Tamil Nadu,35-44,Other,Bard,Daily,Education
5490,Delhi,55+,Other,DALL·E,Daily,Other
5491,Odisha,25-34,Other,DALL·E,Monthly,Creative Projects
5492,Odisha,55+,Other,Copilot,Monthly,Education
5493,Kerala,45-54,Female,Bard,Daily,Creative Projects
5494,Odisha,18-24,Male,Midjourney,Monthly,Entertainment
5495,Haryana,55+,Male,Other,Rarely,Entertainment
5496,Assam,35-44,Other,Midjourney,Rarely,Work
5497,Uttar Pradesh,35-44,Male,Copilot,Daily,Other
5498,Rajasthan,55+,Female,Other,Daily,Work
5499,Kerala,45-54,Other,Runway,Never,Creative Projects
5500,Telangana,55+,Female,Other,Rarely,Other
5501,Haryana,25-34,Female,Other,Weekly,Education
5502,Delhi,45-54,Other,ChatGPT,Rarely,Other
5503,Assam,55+,Female,ChatGPT,Daily,Other
5504,Karnataka,18-24,Other,DALL·E,Daily,Entertainment
5505,Delhi,45-54,Female,Claude,Daily,Work
5506,Andhra Pradesh,55+,Male,Copilot,Daily,Entertainment
5507,Rajasthan,18-24,Male,Claude,Rarely,Entertainment
5508,Haryana,55+,Male,DALL·E,Monthly,Work
5509,Punjab,25-34,Other,Runway,Daily,Entertainment
5510,Jammu and Kashmir,35-44,Female,Copilot,Rarely,Other
5511,Tamil Nadu,55+,Female,Midjourney,Rarely,Creative Projects
5512,Gujarat,45-54,Male,Runway,Daily,Education
5513,Kerala,55+,Male,Copilot,Monthly,Education
5514,Karnataka,55+,Other,Bard,Monthly,Entertainment
5515,Punjab,55+,Other,Other,Monthly,Work
5516,Kerala,55+,Female,Claude,Monthly,Other
5517,Kerala,45-54,Other,Copilot,Daily,Entertainment
5518,Chhattisgarh,45-54,Other,Other,Weekly,Other
5519,Jammu and Kashmir,55+,Other,Claude,Rarely,Other
5520,Madhya Pradesh,35-44,Male,Runway,Rarely,Education
5521,Chhattisgarh,55+,Male,DALL·E,Daily,Creative Projects
5522,Gujarat,45-54,Female,Copilot,Daily,Creative Projects
5523,Maharashtra,25-34,Other,ChatGPT,Rarely,Work
5524,Haryana,55+,Male,Claude,Weekly,Creative Projects
5525,Gujarat,55+,Other,Other,Weekly,Entertainment
5526,Tamil Nadu,55+,Female,Midjourney,Weekly,Education
5527,Odisha,55+,Other,Midjourney,Weekly,Education
5528,Tamil Nadu,18-24,Female,Other,Weekly,Other
5529,Tamil Nadu,55+,Female,Other,Monthly,Entertainment
5530,Kerala,45-54,Male,Copilot,Daily,Entertainment
5531,Odisha,45-54,Other,Midjourney,Never,Other
5532,Jharkhand,18-24,Male,Other,Never,Other
5533,Maharashtra,55+,Other,Runway,Never,Education
5534,Karnataka,35-44,Other,Midjourney,Rarely,Entertainment
5535,Bihar,55+,Female,Claude,Monthly,Creative Projects
5536,Bihar,45-54,Female,Runway,Daily,Creative Projects
5537,Uttar Pradesh,25-34,Other,Copilot,Daily,Education
5538,Delhi,25-34,Male,Claude,Daily,Creative Projects
5539,Haryana,35-44,Female,Copilot,Weekly,Creative Projects
5540,Chhattisgarh,55+,Female,Midjourney,Weekly,Entertainment
5541,Jammu and Kashmir,18-24,Other,Runway,Never,Entertainment
5542,Kerala,55+,Other,Copilot,Weekly,Work
5543,Bihar,35-44,Female,DALL·E,Weekly,Entertainment
5544,Uttar Pradesh,35-44,Male,Copilot,Monthly,Work
5545,West Bengal,35-44,Female,Bard,Daily,Entertainment
5546,Kerala,25-34,Other,Copilot,Never,Other
5547,Chhattisgarh,55+,Female,Bard,Weekly,Entertainment
5548,Odisha,55+,Other,Claude,Daily,Work
5549,Maharashtra,18-24,Female,Bard,Never,Creative Projects
5550,Punjab,35-44,Other,Runway,Monthly,Entertainment
5551,Maharashtra,35-44,Other,Claude,Weekly,Creative Projects
5552,Delhi,45-54,Male,Copilot,Monthly,Creative Projects
5553,Delhi,45-54,Other,Claude,Monthly,Entertainment
5554,Punjab,25-34,Female,Midjourney,Daily,Entertainment
5555,Delhi,55+,Other,DALL·E,Rarely,Other
5556,Gujarat,18-24,Female,Copilot,Never,Work
5557,Uttar Pradesh,18-24,Male,Runway,Monthly,Entertainment
5558,Andhra Pradesh,35-44,Female,Bard,Monthly,Creative Projects
5559,Delhi,18-24,Male,DALL·E,Rarely,Creative Projects
5560,Uttar Pradesh,35-44,Male,ChatGPT,Weekly,Entertainment
5561,Maharashtra,55+,Other,DALL·E,Never,Work
5562,Punjab,18-24,Male,Other,Monthly,Creative Projects
5563,Telangana,35-44,Female,Copilot,Weekly,Other
5564,Karnataka,55+,Male,Runway,Monthly,Creative Projects
5565,Haryana,55+,Male,Runway,Weekly,Work
5566,Maharashtra,35-44,Other,Other,Daily,Education
5567,Kerala,35-44,Female,DALL·E,Rarely,Other
5568,Tamil Nadu,25-34,Male,DALL·E,Monthly,Other
5569,Tamil Nadu,55+,Other,Midjourney,Rarely,Education
5570,Gujarat,35-44,Other,Claude,Daily,Other
5571,Punjab,55+,Female,DALL·E,Weekly,Other
5572,Odisha,18-24,Other,Bard,Rarely,Other
5573,Rajasthan,45-54,Male,Runway,Never,Creative Projects
5574,Andhra Pradesh,45-54,Other,Other,Rarely,Creative Projects
5575,Andhra Pradesh,35-44,Female,Bard,Rarely,Entertainment
5576,Jammu and Kashmir,35-44,Female,Midjourney,Daily,Entertainment
5577,Haryana,55+,Other,DALL·E,Rarely,Creative Projects
5578,Jammu and Kashmir,35-44,Male,DALL·E,Daily,Other
5579,Gujarat,55+,Other,Midjourney,Daily,Work
5580,Assam,35-44,Female,Copilot,Daily,Education
5581,West Bengal,55+,Other,ChatGPT,Rarely,Entertainment
5582,Karnataka,35-44,Other,ChatGPT,Daily,Other
5583,Gujarat,25-34,Male,Claude,Daily,Entertainment
5584,Kerala,55+,Other,Bard,Daily,Work
5585,Gujarat,25-34,Male,Copilot,Monthly,Other
5586,West Bengal,25-34,Other,Bard,Rarely,Creative Projects
5587,Chhattisgarh,25-34,Other,Copilot,Weekly,Work
5588,Punjab,25-34,Male,Midjourney,Weekly,Entertainment
5589,Assam,18-24,Male,Claude,Daily,Other
5590,Bihar,45-54,Female,Midjourney,Daily,Other
5591,Jammu and Kashmir,18-24,Male,Bard,Daily,Education
5592,Madhya Pradesh,35-44,Other,Runway,Weekly,Education
5593,Madhya Pradesh,35-44,Female,Claude,Monthly,Education
5594,Jammu and Kashmir,45-54,Male,DALL·E,Daily,Creative Projects
5595,Assam,45-54,Male,Other,Rarely,Other
5596,Haryana,45-54,Female,Runway,Never,Other
5597,Assam,25-34,Other,Other,Daily,Entertainment
5598,Maharashtra,18-24,Other,Copilot,Daily,Creative Projects
5599,Kerala,35-44,Female,Copilot,Rarely,Education
5600,West Bengal,18-24,Other,Claude,Daily,Other
5601,Andhra Pradesh,18-24,Male,Midjourney,Weekly,Education
5602,Kerala,18-24,Other,Claude,Weekly,Work
5603,Andhra Pradesh,45-54,Male,Midjourney,Never,Creative Projects
5604,Gujarat,45-54,Other,Claude,Monthly,Education
5605,Karnataka,35-44,Male,Midjourney,Daily,Creative Projects
5606,Bihar,35-44,Female,ChatGPT,Daily,Other
5607,Punjab,35-44,Male,Claude,Daily,Work
5608,Jharkhand,18-24,Other,Other,Weekly,Entertainment
5609,Gujarat,45-54,Male,Other,Weekly,Work
5610,Odisha,25-34,Other,Midjourney,Rarely,Creative Projects
5611,Bihar,18-24,Other,DALL·E,Weekly,Work
5612,Madhya Pradesh,55+,Male,Bard,Weekly,Other
5613,Andhra Pradesh,18-24,Other,Runway,Weekly,Creative Projects
5614,Kerala,45-54,Female,Runway,Daily,Creative Projects
5615,West Bengal,55+,Other,Runway,Never,Other
5616,Kerala,18-24,Female,Bard,Daily,Education
5617,Telangana,45-54,Female,Other,Daily,Entertainment
5618,Madhya Pradesh,45-54,Other,Claude,Daily,Work
5619,Andhra Pradesh,25-34,Female,Claude,Weekly,Entertainment
5620,Gujarat,18-24,Female,Copilot,Never,Entertainment
5621,Jammu and Kashmir,45-54,Male,Midjourney,Daily,Other
5622,Rajasthan,35-44,Female,Claude,Weekly,Education
5623,Maharashtra,45-54,Female,Bard,Daily,Entertainment
5624,Rajasthan,25-34,Female,Bard,Rarely,Creative Projects
5625,Karnataka,45-54,Female,Runway,Monthly,Education
5626,Rajasthan,18-24,Female,Bard,Monthly,Other
5627,Jharkhand,18-24,Other,Other,Weekly,Entertainment
5628,Delhi,55+,Female,Midjourney,Never,Other
5629,Madhya Pradesh,18-24,Other,ChatGPT,Weekly,Work
5630,Haryana,55+,Other,Claude,Weekly,Other
5631,Jammu and Kashmir,35-44,Other,Runway,Monthly,Creative Projects
5632,Telangana,25-34,Male,ChatGPT,Weekly,Other
5633,Chhattisgarh,35-44,Male,Midjourney,Daily,Education
5634,Kerala,55+,Other,Runway,Weekly,Work
5635,Maharashtra,45-54,Male,DALL·E,Daily,Creative Projects
5636,Kerala,45-54,Female,Claude,Weekly,Work
5637,Rajasthan,35-44,Other,Copilot,Monthly,Creative Projects
5638,Andhra Pradesh,45-54,Other,Claude,Daily,Work
5639,Tamil Nadu,55+,Other,Claude,Monthly,Entertainment
5640,Bihar,25-34,Male,Claude,Rarely,Other
5641,Bihar,18-24,Male,Runway,Weekly,Education
5642,Haryana,55+,Male,Runway,Daily,Education
5643,Odisha,55+,Female,Claude,Rarely,Entertainment
5644,Jammu and Kashmir,18-24,Male,DALL·E,Monthly,Work
5645,Madhya Pradesh,18-24,Other,Claude,Daily,Other
5646,Delhi,25-34,Male,Midjourney,Weekly,Entertainment
5647,Delhi,25-34,Male,Claude,Monthly,Work
5648,Assam,25-34,Male,DALL·E,Monthly,Other
5649,Punjab,45-54,Male,Other,Monthly,Work
5650,Gujarat,55+,Other,Midjourney,Monthly,Education
5651,West Bengal,18-24,Male,Claude,Rarely,Other
5652,Assam,55+,Other,Claude,Weekly,Education
5653,Telangana,55+,Male,Midjourney,Monthly,Education
5654,Bihar,25-34,Female,Claude,Never,Other
5655,Jharkhand,25-34,Female,DALL·E,Weekly,Entertainment
5656,Chhattisgarh,55+,Other,Runway,Rarely,Work
5657,Delhi,25-34,Other,Other,Daily,Other
5658,Tamil Nadu,45-54,Female,Bard,Daily,Education
5659,West Bengal,18-24,Female,Claude,Never,Work
5660,Rajasthan,55+,Male,Copilot,Daily,Other
5661,Delhi,18-24,Female,Midjourney,Daily,Entertainment
5662,Chhattisgarh,45-54,Other,DALL·E,Weekly,Other
5663,Punjab,25-34,Other,Claude,Weekly,Other
5664,Assam,35-44,Female,Claude,Monthly,Creative Projects
5665,Karnataka,45-54,Other,Midjourney,Daily,Work
5666,Delhi,35-44,Male,ChatGPT,Daily,Other
5667,Karnataka,18-24,Male,DALL·E,Weekly,Education
5668,Haryana,55+,Female,DALL·E,Weekly,Education
5669,Punjab,25-34,Other,Bard,Monthly,Creative Projects
5670,Jammu and Kashmir,45-54,Female,Runway,Monthly,Education
5671,Delhi,25-34,Other,Runway,Weekly,Other
5672,Andhra Pradesh,35-44,Other,Bard,Daily,Work
